objectid,radefect,radefectlocation,failure,impacttarget,consequence,riskrating,inspectionglobalid,globalid,createddate,failureimpact,workorderglobalid
7022,Dead Wood,Branches,3,3,3,9,73370DDC-9A42-467E-B572-23F97E33C052,A5403CA5-3BB0-4CD3-87E4-93FF8195D09B,2016-06-14 10:36:09.0000000,6,
44961,Dead Wood,Stem,2,4,4,10,DB1D75AC-5C76-4933-8852-789D276616B0,AC888E4C-CEAA-44B2-9B15-1A029AD6C1F1,2017-03-15 08:55:18.0000000,6,
484565,Decay,Stem,2,3,4,9,14E6B176-85DA-4335-9037-5E5EF2D2626C,318C9280-4A63-47EF-9CFA-4EECA346FFA1,2019-10-18 20:06:00.0000000,5,
532720,Cracks,Stem,2,2,2,6,B4D6C7C1-C476-478A-8638-E353D8597071,4972DC43-C180-4669-8C02-69CD69982A82,2019-08-06 12:13:58.0000000,4,
4612542,Decay,Branches,1,2,2,5,E15A1DED-8F3F-4EE0-9847-7041C839A8BC,7D241E9B-F7F3-4F03-AF73-E0A485243092,2021-08-13 12:49:04.0000000,3,
4717030,Dead Wood,Stem,2,2,2,6,BC35F79A-87E9-4F44-B6B2-AF564FC3D913,8DF6D01B-CD67-420D-81DE-FE2C25847657,2021-08-25 12:25:46.0000000,4,
3824755,Decay,Stem,1,4,2,7,D5BE5F74-05B7-4B65-AFE5-672234EEC65B,054F4A36-57CC-40EB-BC1F-606A3FC66891,2021-05-12 13:26:32.0000000,5,
704267,Dead Wood,Branches,1,1,1,3,,098A00E7-FBAD-4E06-9AA2-E1775321EB6B,2019-11-26 19:57:00.0000000,2,
4842394,Decay,Root Flare,2,3,3,8,D4A2951D-E9C8-4AB2-A896-240D04047569,62F18CE1-6B7F-429E-AD30-4124AFAA2942,2021-09-02 14:27:58.0000000,5,
3710400,Dead Wood,Branches,2,2,2,6,,98D7C2DE-7260-4EED-88D2-F716979E8E3B,2021-04-24 17:32:00.0000000,4,
935533,Dead Wood,Branches,2,3,3,8,,4D6CF804-DCF1-4683-A3D0-85F3B2DF9472,2020-01-17 15:34:00.0000000,5,
1229401,Decay,Stem,1,2,2,5,E25708E7-234E-4139-B30B-01FAA8C4C3C3,70FCA500-AC32-4600-933D-FABCD96F9853,2020-03-18 11:36:00.0000000,3,
334169,Decay,Branches,1,4,3,8,BED6E860-B090-4356-8585-E3F3C1EAF214,C73DAE92-9020-46FD-A594-322B1CE7325D,2018-10-16 12:15:16.0000000,5,
19992,Decay,Branches,3,2,2,7,60E9E61C-30EB-46AA-859F-6FA90E509A84,8641A1A5-AE1F-4E7A-BCCB-A2A1B3EB88C1,2016-09-27 10:38:30.0000000,5,
79345,Decay,Stem,4,4,4,12,,C9D85816-F330-4612-A14B-760490C77345,2017-08-25 13:32:34.0000000,8,
4679383,Cracks,Stem,2,2,2,6,98719237-FE48-4685-AFEE-62587B0408A5,F90ADBC8-5E2E-42FA-B948-0DCD391B9107,2021-08-20 19:04:09.0000000,4,
4158660,Decay,Root Flare,1,4,2,7,5D2D1968-572E-441F-9D71-CBA6C6CE59AE,00BEE11B-6299-43E2-ACEA-EB1670501F81,2021-06-29 17:15:00.0000000,5,
4430696,Decay,Root Flare,1,3,3,7,53A10A3C-E160-46FD-83D0-3602CB64748C,0CF91AF5-3AD1-4FF4-9D31-7DEFB54A7564,2021-07-28 15:51:30.0000000,4,
833063,Decay,Stem,2,1,4,7,8473C0AA-D236-4666-8BCC-260F68497A21,7949CF1D-926F-4C12-A76E-530BE5CF203E,2019-12-30 16:54:00.0000000,3,
359745,Decay,Branches,2,3,2,7,863E242D-7DB2-4C16-98CD-50893B1E823B,7F2F97BA-C8FB-43E3-AE9F-2F4EFBF9651F,2018-11-18 09:18:10.0000000,5,
1561620,Decay,Stem,1,3,3,7,60589930-FCB7-4FE2-B1A4-0B3234FD736E,F1E8FF89-1DAA-45E6-B4B2-A08F35FE0EF7,2020-05-27 13:10:00.0000000,4,
924524,Decay,Stem,1,4,2,7,,F60324BA-39F6-4596-95C1-3AE4FCDC5CB5,2020-01-15 15:39:00.0000000,5,
610994,Decay,Stem,1,1,4,6,,0095AC35-DCCC-43EC-B8DB-2E4C54E988CB,2019-10-31 16:44:00.0000000,2,
381325,Decay,Stem,2,2,4,8,EDA28F2F-3F2E-4E50-AF9C-43FA7E76D091,489AED34-0E1E-4068-9DAB-DA1D53F5CCAF,2018-12-19 12:33:38.0000000,4,
569955,Decay,Stem,2,2,2,6,D768F92E-D871-4154-847A-2ECF5C735EBD,49E2491F-168A-4CDF-B1F8-ED8AE0CE496A,2019-09-06 12:55:51.0000000,4,
1580621,Cankers,Stem,2,3,2,7,2B3EFC85-3044-4EC4-9FB6-74434A10BBF1,CDDFC6E8-E632-447E-898E-B27338DEF89E,2020-05-29 12:01:45.0000000,5,
1431556,No Visible Defect,Entire Tree,1,1,1,3,,94A8D166-41DD-4FD0-8688-AEBBBFA7175D,2020-04-30 14:35:00.0000000,2,
444528,Dead Wood,Branches,2,2,2,6,,2D8E5504-4A7F-42EA-AF0A-8921590DE03B,2019-05-09 13:25:11.0000000,4,
41137,Dead Wood,Stem,4,4,4,12,,55D6FC9C-2120-44A5-8A21-A7F6941BC898,2017-02-17 14:24:39.0000000,8,
112558,Dead Wood,Branches,3,3,4,10,,742FCD83-FD03-4418-A0B1-28AB4E3C9598,2017-11-03 09:40:45.0000000,6,
785801,Decay,Stem,2,2,3,7,E6BE8ED6-8883-4446-BB62-A20EC4F1A74A,2711926B-66CA-41CC-82DD-8693FD396177,2019-12-17 19:17:00.0000000,4,
498617,Decay,Root Flare,2,2,2,6,57762ADB-B048-4DF4-A0B7-448C1B244300,B3DCF4CB-5586-41CE-A031-5148D23041AF,2019-07-10 14:37:47.0000000,4,
745698,Decay,Stem,3,3,3,9,5A5011F1-5D57-4ECE-B425-B213B864EFC5,FC523BB9-043F-415E-BA59-A738AD9CFBC0,2019-12-09 14:31:00.0000000,6,
648890,Dead Wood,Branches,2,2,2,6,,57E9A4A5-43BD-4865-A734-6E091CFA6DA1,2019-11-06 13:57:00.0000000,4,
400515,Decay,Stem,1,2,2,5,4EB367CF-9613-4E46-9999-E32EBBD812F3,02C725C9-8836-45F3-AF37-BB7A93E8F120,2019-10-02 13:41:24.0000000,3,
931849,No Visible Defect,Entire Tree,1,1,1,3,AB9D3AD8-FD46-4954-8383-EA89FD570C6C,965740CD-5F34-48D3-8457-E0B9C90F7240,2020-01-16 22:58:00.0000000,2,
566938,Cracks,Branches,2,1,1,4,BFF6EB5A-A5B9-430C-BBE4-ADB49EBBB7F1,37E0E4BC-A06E-45DA-AD50-06502620BAD1,2019-09-04 11:24:26.0000000,3,
391021,Root Problems,Roots,3,3,4,10,,C59688F5-A06A-497B-A8C5-C68E74D4EBC2,2019-01-18 12:01:27.0000000,6,
50460,Decay,Stem,1,3,2,6,25241A15-81A5-4484-86E9-9DC13280C3F2,57F248AA-5C1B-4D4E-97AD-C65F16CD6AD7,2017-04-18 10:40:47.0000000,4,
319144,Cracks,Roots,1,2,2,5,2249209E-8E2C-4D2D-8CFD-547F6BE1E4AE,2A25F16A-8D11-4A73-A804-2834BBECC614,2018-09-25 11:42:16.0000000,3,
1133300,Decay,Stem,1,4,2,7,7E9FBEF0-EDCF-44D9-8D5B-B4D3BF37C3DF,FEB7DBCD-2E93-4B5D-9465-F7E841C2269C,2020-03-03 17:12:00.0000000,5,
42073,Dead Wood,Branches,4,4,4,12,,C58D457D-E32D-4F2B-BEEE-88794DA1507D,2017-02-14 15:10:55.0000000,8,
6968,Decay,Stem,2,4,4,10,4E559730-FBD2-4188-8575-414A958CC59B,3B846630-3B29-4E21-802C-75E7EE179324,2016-06-10 11:49:18.0000000,6,
2752784,Dead Wood,Roots,2,2,4,8,1754765F-926C-41A2-BE5D-87451B1FEDAE,0C051695-7B84-4133-BECA-61793FC9C694,2020-10-06 13:36:25.0000000,4,
4590338,Decay,Branches,2,3,3,8,F7941B32-18D4-4E4D-AB0A-2C23A21492CB,5488D4B2-3E15-45D6-A7A0-7E5E9512DAE3,2021-08-10 12:35:10.0000000,5,
4569342,Decay,Stem,2,4,2,8,18C1D0D1-92AF-4435-9C3F-CA0CF1595D43,5424CBA2-138D-48D7-A1D5-561FBDA923E1,2021-08-09 14:19:15.0000000,6,
46238,Decay,Branches,2,3,3,8,99C00FBC-B821-49AD-A09C-5EFC826E3182,FA61A441-CB1C-4A7C-81E6-E2FE2AE8035F,2017-03-24 09:59:27.0000000,5,
1153403,Decay,Branches,1,4,2,7,6271B787-9E70-4DB6-825A-87C0E99D9877,EBA6A654-AC4B-44AD-9BC4-3993D68054BC,2020-03-06 18:37:00.0000000,5,
3789298,Decay,Branches,1,1,1,3,E4BB644A-4F16-4526-899F-B1E754E7770F,EDF94392-8D39-4434-A26D-11218597595F,2021-05-06 18:23:28.0000000,2,
66361,Dead Wood,Stem,2,1,2,5,,1C7ADAC2-0C85-46AA-9FFA-F9ABC41754AF,2017-06-29 14:56:40.0000000,3,
764081,Decay,Stem,3,3,4,10,,319542AB-F302-40B4-B274-24EEC6867B4D,2019-12-11 20:09:00.0000000,6,
499599,Decay,Stem,1,2,2,5,A2A57448-E683-4095-AD3E-18CDCD8E84F2,236D58B1-5AD9-4D72-9158-FF55E7DDD563,2019-07-08 15:01:41.0000000,3,
878536,Poor Tree Architecture,Branches,1,2,1,4,,51EEA2C8-3F15-4276-827A-ADC59D151FD7,2020-01-08 12:55:00.0000000,3,
896163,Decay,Branches,2,2,2,6,A1835974-E3C8-40DA-B1B2-CC0A435D527C,8E3F1D43-5B06-46CB-8DD7-C21F9E515F4C,2020-01-10 15:51:00.0000000,4,
587021,Decay,Root Flare,2,3,2,7,4B80F792-C177-4A41-9ED3-1961B72F5A48,AA7C1A35-AD66-4F85-BF01-72DE28275404,2019-09-19 08:39:32.0000000,5,
468195,Decay,Branches,2,1,1,4,5968CD3A-149F-446B-B938-4DDFD1CE707C,D8D57F65-2714-49CA-91F0-A3FE0A5ED2D5,2019-06-04 12:41:04.0000000,3,
906883,Decay,Branches,2,2,2,6,87A299A0-6733-452A-8EDC-4C32E8DB3C9A,6E348532-FEC9-471B-95DA-EFA0ABBE81EA,2020-01-13 15:52:00.0000000,4,
79056,Dead Wood,Stem,3,3,3,9,D412B804-C659-4E8D-97C4-4CCA03F20035,004F4FAA-2502-441A-87B5-0A63BBB2D4CE,2017-08-21 12:41:21.0000000,6,
40078,Decay,Roots,2,4,3,9,89D085E8-2C52-488F-88FB-0E2C3E113C99,DD92C352-C1D4-4141-89ED-EC0C568F72EE,2017-02-05 12:40:15.0000000,6,
3475078,Decay,Stem,2,2,2,6,AA2FC01A-015F-43EB-A83C-7E5DFAF15E62,D088974B-BDCA-4C34-A57C-F2431A888413,2021-03-09 17:35:29.0000000,4,
964258,Decay,Branches,2,2,2,6,35B6F21E-BC7F-4C93-BFA7-4186921DEC04,3EF13B93-FDD1-4CF1-A22C-400BC7450EA3,2020-01-24 16:53:00.0000000,4,
155575,Decay,Stem,2,1,3,6,042C6CA2-BE8F-43E0-92FE-7ECEC1E0B1A8,1D030FD6-69F0-4953-B60E-45491F2A8738,2018-02-06 13:42:45.0000000,3,
219946,Decay,Stem,1,2,4,7,4BD90161-958C-4867-ABD3-D2BFE16FE2B7,C87F1D78-0256-4496-ACA7-1525E85242CC,2018-04-13 13:49:35.0000000,3,
837105,Cracks,Stem,1,3,2,6,A677F920-A8BD-433B-9FA2-5E572A3172BD,70312818-CE2A-4105-8CF1-71FB16ABCC3C,2019-12-30 18:40:00.0000000,4,
80619,Dead Wood,Stem,2,2,2,6,,9100A0A2-C114-4267-886A-D50796B53072,2017-08-31 14:49:51.0000000,4,
1158341,Cracks,Stem,3,3,3,9,A1C5FC49-12AA-4A00-A9B7-030608FF4FD3,5B39D284-DEEF-415C-9918-5A612A8AFBE0,2020-03-09 14:13:00.0000000,6,
337009,Dead Wood,Branches,1,4,1,6,412AC9F6-4EAE-4F4C-8D8A-1B817535BBD4,5CB8FB19-D247-49EF-848A-DC45E9D302DD,2018-10-17 11:21:38.0000000,5,492D9193-3F20-422C-8379-9B290A7F8D6F
1886025,Decay,Stem,4,2,3,9,,B6E7D86C-57ED-4DF5-A0E9-761EBC81C169,2020-07-12 16:36:00.0000000,6,
1022529,Decay,Stem,2,3,3,8,3A85CAD0-0CBD-44D0-8FA7-88F5C2DA2656,CD55C020-E51E-44A1-AEEF-0409788B5AD9,2020-02-07 17:01:00.0000000,5,
4639664,Dead Wood,Branches,2,2,2,6,B9361B26-FC64-4EE3-B273-2C76E32446A5,6A1D3F7E-5355-4027-83FF-0327D759BC8A,2021-08-17 22:12:07.0000000,4,1CCD3CE3-FF34-408B-B64A-3F706B4CEE25
1727,Cracks,Stem,2,3,2,7,4D3AEC0A-BD1E-439C-BF79-232FDC4ADF3F,8E928779-EE5A-458E-A38E-2BDE570B0321,2015-11-19 10:41:26.0000000,5,
1803177,Dead Wood,Branches,2,3,3,8,,3072FFEF-BC47-4A7A-8CBA-5448302EA782,2020-07-01 16:01:00.0000000,5,
3733506,Decay,Branches,2,2,3,7,8343BA18-28CC-4987-92AB-90ED1A637B1E,7C77B7F9-0621-4768-886C-7635FE5A484D,2021-04-29 16:51:49.0000000,4,
556247,Decay,Branches,1,1,2,4,701E61A3-C53D-4496-BE6A-CE07F9765051,AB196E30-D10E-4757-B7BB-0BF74ED61851,2019-08-26 11:43:16.0000000,2,
931818,Dead Wood,Branches,2,3,3,8,,E9EE4C58-701A-4F70-823F-05193EA9995E,2020-01-16 19:13:00.0000000,5,
74419,Dead Wood,Roots,3,2,2,7,FFE715C4-DC81-46BE-B717-CB15C3B392A2,5FC5BA56-4A90-4AFE-A54F-AEE1E813EE04,2017-08-09 11:10:00.0000000,5,
816942,Dead Wood,Branches,2,1,1,4,,23B034AC-F318-4BA3-80ED-99D6C27AD037,2019-12-24 15:45:00.0000000,3,
222485,Decay,Branches,2,2,3,7,BFE9F2E0-B1A1-486E-B193-0AA6DAB1C5AE,B4588F1A-51DA-4B6F-A888-209AC4DA6110,2018-04-20 11:45:27.0000000,4,
3357649,Decay,Stem,1,4,1,6,6F4ADB68-9D57-4E4D-87C2-9DD5FE8060B7,8252EFA5-96F7-4688-9B9E-8B8449B166C5,2021-02-03 18:06:00.0000000,5,
2663925,Decay,Branches,1,2,3,6,2EA6A6DD-80E6-4D39-BAB0-E46989D30585,B2CA95FA-7B35-47F0-B454-612DC263A8DE,2020-09-17 15:48:25.0000000,3,
3944380,Decay,Stem,1,2,3,6,F93217CC-7166-4A8A-930A-E465F06732F7,890771C5-A945-43E3-A6BD-D10AB88840BA,2021-06-02 15:05:30.0000000,3,
704253,Poor Tree Architecture,Branches,2,1,3,6,,794E815C-22CF-4F69-BC62-8E8583039C08,2019-11-26 19:34:00.0000000,3,
400564,Decay,Stem,2,2,2,6,CC621B06-341B-4CFF-AC68-DC9CADDB13DB,91D0EABC-BAB1-4484-B5FD-5209B0BB692F,2019-10-02 13:28:58.0000000,4,
9699,Decay,Stem,3,3,3,9,378D03C4-C841-49E5-8B32-78D78A6789B2,6C5C68CA-15BA-4811-A2AC-E6FF8A309B17,2016-07-07 11:45:47.0000000,6,
2092030,Cracks,Stem,2,1,2,5,,6EB5D488-6740-49C3-95CA-210084FF012D,2020-08-05 18:47:15.0000000,3,
177659,Decay,Branches,3,2,1,6,19ACD71E-6B6D-4F7B-8ACB-0DF108CFAEA3,39F8E949-512C-4AE8-87AF-B27BE2828345,2018-03-04 05:23:05.0000000,5,
40894,Decay,Stem,4,4,4,12,,A11BA884-B8AE-4382-94C3-148C8F2B4342,2017-02-08 15:15:37.0000000,8,
448055,Decay,Stem,1,2,2,5,28032FA2-C841-4B2F-8BF1-7A9F8B7EF346,B5135709-EF69-4B32-998D-6BBB4DE77640,2019-05-14 11:36:48.0000000,3,
3461473,Cracks,Branches,4,3,2,9,,D731BD3A-8302-4AEC-9DE1-D15920FBACBF,2021-03-05 14:15:03.0000000,7,
854171,Cracks,,2,3,2,7,D24C7769-FA6D-4689-8948-209D765C33E5,67F8E717-16AA-4EE0-A658-A5AE2F82AB8D,2020-01-03 14:17:00.0000000,5,
3418725,Decay,Stem,2,2,4,8,E9147D7A-1212-407F-B4F6-5207C89D1978,6F029BE7-8AF9-411B-86C7-4033C108AB80,2021-02-23 16:55:56.0000000,4,
4677191,Cankers,Branches,2,2,4,8,FC710BF5-4E5E-48B1-A1D0-0ABDF61F128E,FF550FA7-6BCE-4070-9747-575558A90055,2021-08-20 16:31:46.0000000,4,
222860,Dead Wood,Branches,4,3,4,11,,C8443BBE-ABC4-4C2E-A53B-1B3B5B675ED2,2018-04-19 09:56:50.0000000,7,
568756,Decay,Stem,2,2,3,7,F5854858-7C0C-4992-B6A7-53F0BC272D02,B63F5076-FA15-479E-823D-380ABD3BB75D,2019-09-09 14:13:06.0000000,4,
49945,Dead Wood,Stem,2,1,2,5,20E45FF3-B09C-4FE1-B3ED-993BF4029BE1,A321A816-A4FC-4D28-A3A7-2189BC7815D9,2017-04-19 09:34:18.0000000,3,
934775,Decay,Stem,2,2,2,6,338BC033-A99E-4D59-8BC1-83918B8E0155,7A2CD911-6145-4839-B839-0B4B722BFFE8,2020-01-17 16:21:00.0000000,4,
662759,Decay,Stem,2,3,2,7,8865B69D-C93E-464B-A4A0-207A7B8392D2,C4E28790-18DA-4D80-8242-C9FEBE428CA5,2019-11-14 13:53:00.0000000,5,
222843,Decay,Stem,4,4,4,12,94C2C3EA-0D27-4968-AA45-C5E7B68C9B6C,F1AD400B-2A63-440A-AE14-9BF920920824,2018-04-19 10:31:32.0000000,8,
61750,Decay,Stem,3,3,3,9,22843BD4-E7CA-4CE1-B156-548669D2AA53,B973EBC1-C0FC-4709-93B0-8776A7C545C8,2017-06-12 10:07:43.0000000,6,
50512,Dead Wood,Stem,2,1,2,5,8D027261-EB42-41FD-B4A4-A6227337EE2A,C914671E-5180-41EE-A05B-377B32389981,2017-04-20 09:58:04.0000000,3,
805687,Decay,Stem,2,2,2,6,,5FB1539C-65AA-4CDD-ABDA-8AB350BAB5D5,2019-12-20 15:58:00.0000000,4,
2749481,Decay,Roots,1,3,2,6,E4414B55-821F-4DA5-A6B1-6B55DA2311CB,43A60733-0ACB-4D22-8162-7FF44BD37346,2020-10-05 16:59:14.0000000,4,
591378,Decay,Branches,1,2,2,5,CEE82165-C590-4F1B-82E0-8F0046BDAEA1,32AA518D-F98D-4C0A-B3AC-B8E225A535B2,2019-09-23 12:05:06.0000000,3,
1190558,Decay,Stem,2,2,2,6,,625A0841-C348-4187-868E-ED6CF431C831,2020-03-11 18:26:00.0000000,4,
3751803,Decay,Branches,2,3,2,7,14EEBF2A-38A7-4C58-A11F-DBF15D25030C,67BBB4F8-AD31-4474-875E-F8F0E1BA0F35,2021-05-01 12:10:41.0000000,5,
7578,Dead Wood,Branches,3,3,3,9,8D9213D7-0CEE-4E71-AD59-C535C0A339C9,5684F61E-8ABC-4AFC-ACDC-286C0A5F4417,2016-06-21 12:06:02.0000000,6,
4677729,Dead Wood,Stem,3,2,2,7,1A70624B-1887-4833-9AEF-6D5A7E2FAD64,99284D53-969B-4125-9895-BCE440C49DFA,2021-08-20 18:03:56.0000000,5,
3262713,Decay,Branches,2,2,3,7,31E5A767-CFC2-4861-BDF4-31D578E8833B,5370B0A4-B0D3-4F3F-B1FD-2C6E8576A0B9,2021-01-12 15:40:02.0000000,4,
912611,Dead Wood,Branches,2,2,1,5,,D801038F-8092-48B4-9AF3-35A1D4BE440F,2020-01-13 18:15:00.0000000,4,
868641,Dead Wood,Branches,1,1,1,3,,19E5F5F1-373C-4E3C-B581-CB1D4237475F,2020-01-06 17:56:00.0000000,2,
1123674,Decay,Stem,2,2,3,7,FB43D4DD-9D19-4653-B0F8-9C0696F226CE,3EAAD3CD-5DD0-4A7B-BB71-570E530539AC,2020-03-02 16:54:00.0000000,4,
537833,Decay,Branches,1,3,2,6,F87C3D32-15CE-481A-AF23-1EAACC52ABCC,A0EE4A8A-193C-47EB-8C6B-80F02BAE89AD,2019-08-09 15:34:42.0000000,4,
50449,Dead Wood,Roots,4,2,2,8,300D785F-9B18-4D34-9E73-62AE062B72F4,B6F0D5A3-5A80-4568-ADC5-A9BE4D19A676,2017-04-18 11:22:01.0000000,6,
74737,Dead Wood,Stem,2,1,2,5,,1A172EAC-FDD0-4B0A-B59C-4109BEAE6920,2017-08-08 07:50:23.0000000,3,
244154,Dead Wood,Roots,2,2,3,7,08064266-5DFB-4441-9B79-A7B718AF9FA4,89DC1974-DF85-46C9-BBEA-D296ACCB2ACE,2018-05-25 11:28:57.0000000,4,
133443,Dead Wood,Branches,3,4,3,10,,EDB347F3-2AB5-4952-8029-4BB1B1FD58D9,2017-12-06 12:59:16.0000000,7,
486724,Decay,Stem,2,2,3,7,0F70F2A0-9353-4D63-8AFC-746D97B87E8F,21584CA5-8B02-40FB-B21B-1642F34A749E,2019-06-19 15:20:34.0000000,4,
886932,Decay,Stem,1,2,3,6,1E9CA98D-7C3D-4B2B-AB70-85BCB09DBC1D,C37EA769-4309-4B04-AD13-26D3DC4E2796,2020-01-09 15:54:00.0000000,3,
71654,Decay,Stem,1,4,4,9,FCA8E242-0A2F-4CC4-806A-449F099F8EB6,E7CD622C-029B-419D-8156-F487DC9E0AFD,2017-07-25 11:07:20.0000000,5,
442439,Cankers,Branches,2,1,2,5,31DF575C-027F-41F0-B5DE-1264A62CAF82,7B940E39-C2B2-4C7E-BA86-249BB83DF897,2019-05-07 14:13:08.0000000,3,
245528,Decay,Stem,3,2,3,8,67D200F6-93C0-468F-A1B0-F5AF55376DD2,99D5C9F4-B98E-4603-B1F4-AF7CFCD08602,2018-06-04 15:41:40.0000000,5,
686838,Decay,Branches,2,2,4,8,99BBD3D9-F7D7-4FA4-897B-8001011F9FBF,27CA4239-DA18-48BE-BFBF-D9980F6E164C,2019-11-21 19:11:00.0000000,4,
839149,Dead Wood,Branches,3,1,3,7,,9D847435-F4E5-49EA-B29A-FE9B053F429C,2019-12-31 16:43:00.0000000,4,
1158699,Decay,Branches,2,2,2,6,7EF5D966-DBFF-4BA4-8588-3E3229E257A8,B33B7357-7F32-4DEC-8992-ABFBE7EADDD1,2020-03-09 13:13:00.0000000,4,
1856708,Decay,Root Flare,1,2,4,7,92D94B97-DB7C-44F8-BE48-78AD10916922,7BB47DD7-12F6-40A4-9F86-D04AF46712CD,2020-07-09 14:49:28.0000000,3,
4573908,Decay,Root Flare,1,3,3,7,EF5E08D6-9D8A-4E66-88F4-6B1CD7A1B948,051516E5-8D98-4E35-8590-3B97E483959D,2021-08-09 14:10:12.0000000,4,
515752,Dead Wood,Stem,2,2,3,7,65C3E5B5-98C0-49C3-9E1B-828967FD4860,4B3CF17E-96EC-4AD6-85B4-ACF8A91C9D81,2019-07-22 09:11:40.0000000,4,
4226495,Decay,Stem,4,2,2,8,D1B7F487-4E9B-4A8F-A6F8-08A909B62B40,F7D00C60-1872-4E13-84B1-060F28B8DF92,2021-07-07 16:05:41.0000000,6,
6665,Decay,Branches,3,3,3,9,74CEC6A2-EFF2-426B-81FF-42341580BF6A,B5EB4D1B-E280-416A-837F-A8CE9AC6646F,2016-04-11 12:44:43.0000000,6,
654773,Cankers,Branches,2,4,2,8,25FC3047-FA0B-4A0B-8538-04B44EF54FD0,75AC4B08-740C-4C2C-B011-01263316107A,2019-11-11 15:30:00.0000000,6,
2945648,Root Problems,Root Flare,2,4,3,9,,CF07BB7A-EA45-4900-B86D-97DF8AD7DFC9,2020-11-12 16:38:47.0000000,6,
2781389,Dead Wood,Stem,3,2,2,7,,E6375A0D-799B-4381-ACA4-6CD1F3C0B7C7,2020-10-13 12:24:00.0000000,5,
582187,Decay,Stem,1,2,3,6,1C0CDD5C-44BF-4C58-B7BD-1C1A91EA941B,8B8F9C28-BE1B-4442-BBB7-0816B9593BD5,2019-09-18 12:49:23.0000000,3,
1847720,Decay,Stem,1,2,3,6,B6922CD5-BB24-4349-BE02-0B66C13AA932,FC40F235-484C-4111-8A04-1E265C9CBF29,2020-07-08 20:37:54.0000000,3,
9937,Dead Wood,Branches,3,3,3,9,8D635EBC-4EFB-4545-B6E3-B14A0912AA0F,77D4B94F-E01C-490B-8218-91CDE6A8C15D,2016-06-28 12:15:57.0000000,6,
2027691,Decay,Stem,2,4,2,8,6B174A75-9389-494F-B7BF-470AAD84C08F,240EAAB1-98C5-44CC-A585-FAFED195DE51,2020-07-31 12:57:00.0000000,6,
346484,Dead Wood,Branches,2,1,1,4,,EEEDEAB2-3341-43E9-902A-B34A8462F678,2018-11-02 11:27:44.0000000,3,
130947,Decay,Stem,2,3,4,9,7149ACA5-4D88-469E-93D8-A6471F35AED1,BC7A2F3A-EB48-4EB5-8863-D3555E51C10F,2017-12-02 13:38:01.0000000,5,
2742909,Decay,Branches,1,4,2,7,FC4BF1B0-C3FB-4FB7-A362-82BD213D32E1,E31176E2-B58F-495C-862C-2D3436C234A8,2020-10-03 16:44:06.0000000,5,
561729,Decay,Stem,2,3,2,7,2CD15305-9EDB-4010-85C9-4B4614FA2DF0,EAB1593F-EE53-4C22-B641-0A06A1892315,2019-09-04 11:05:04.0000000,5,
375223,Decay,Branches,2,2,2,6,03AFF0F2-15F4-4FEE-A620-E487A9E2E93C,94F0164A-0378-478D-9A91-F5CF9F4F326D,2018-12-11 13:50:19.0000000,4,
3070574,Dead Wood,Branches,3,3,4,10,,68F35857-EBB4-4B78-930A-C80E48B25009,2020-12-10 13:40:00.0000000,6,
430039,Decay,Branches,2,2,1,5,C467670F-76C2-4748-90D6-A94A0FE052CE,4F4720DD-1B23-4728-A9BA-E67D34024D95,2019-04-17 09:22:01.0000000,4,
1020623,Decay,Stem,1,2,3,6,10FF09C2-F4E4-4E52-AA1B-A177795702C5,6D252F49-FF2F-4067-8626-B968215B296B,2020-02-06 18:11:00.0000000,3,
816470,Decay,Branches,2,2,2,6,E7081936-70B8-415B-9B0E-B6BAD2248FC6,050AB5BB-CDBE-45CA-B99E-D76F0E257D87,2019-12-24 00:56:00.0000000,4,
753934,Dead Wood,Branches,1,1,1,3,,B2502455-B854-484C-B688-29155934904C,2019-12-10 16:11:00.0000000,2,
160748,Decay,Branches,1,2,3,6,30EA0B54-0E3C-4247-A397-86B88A1BD1FF,A40BE95B-5378-40EC-A3CD-DE1D26262E7F,2018-02-09 14:25:03.0000000,3,
31912,Dead Wood,Stem,2,3,4,9,574619AB-02A8-455A-8B85-1706A801A3AF,B7758F5B-B602-46F3-A009-381F1366C6FD,2016-11-16 10:59:07.0000000,5,
223536,Decay,Root Flare,1,2,3,6,07CE1916-C744-4D09-B114-4873179C7EF9,A4533497-2842-4F23-A233-1CD3DEFD3C2A,2018-04-26 12:01:40.0000000,3,
459445,Cankers,Branches,1,3,2,6,2901CB28-001C-4BD9-8D5B-B37EA35ADF4A,B076F2FA-F90F-41C8-A7FF-C3CD2E32A3C3,2019-05-29 13:08:03.0000000,4,
53844,Dead Wood,Stem,2,4,3,9,8C541CE0-896D-413D-B947-7A97A1622DB9,4FC4E5BA-E9FA-475B-A1E3-D7B975E173E1,2017-05-04 10:12:24.0000000,6,
2098070,Cracks,Stem,2,2,2,6,AEB0FB7D-5A1D-4D15-9C36-F374FCC66972,C2D2CEFC-ED75-401B-8C85-C9398AFF6B06,2020-08-05 22:16:23.0000000,4,
478068,Decay,Branches,1,3,2,6,35A63445-27CD-4082-ABB2-435E2A88D11E,B2E0E9F4-8983-4DE5-AB55-639ED762DA31,2019-06-11 13:18:04.0000000,4,
2707157,Cracks,Branches,3,2,4,9,FC94F37B-8A3F-443B-B550-588B52D3885A,F9AEE626-3148-4721-A3A4-0AE4CB18D0C5,2020-09-25 22:34:22.0000000,5,
