objectid,radefect,radefectlocation,failure,impacttarget,consequence,riskrating,inspectionglobalid,globalid,createddate,failureimpact,workorderglobalid
1891776,Decay,Stem,3,3,3,9,96EF1C56-083F-4360-A07C-EC87124F014C,ABAFAB01-68F9-48C8-9B21-07E6E0C93CF6,2020-07-13 14:00:47.0000000,6,5A64E784-7FAD-4931-9DC5-7678283451B1
3037227,Dead Wood,Branches,1,2,2,5,5BD860BC-B6C3-4B19-8F98-D8DA2F121E77,3DD4A212-265E-4043-A40D-4D5662CC54E8,2020-12-02 15:23:17.0000000,3,
524289,Dead Wood,Branches,3,4,1,8,477F71DB-7BEE-4229-8874-9B2F9D46B243,E18D38F1-18EA-4CFD-AC94-922826951115,2019-10-23 16:04:00.0000000,7,
1249907,Decay,Branches,2,4,4,10,58CDD150-942D-41F8-A18F-B4DFDD0B19CF,F85113A0-F373-4D40-AF40-DF5A2C0623E9,2020-03-20 12:44:00.0000000,6,09B9E4EF-3695-441B-AC73-747F8FD39823
1276669,Root Problems,Root Flare,2,3,3,8,CF0656F6-B177-46E9-B8DD-0765C6422E3C,BACB8EFA-9F5A-43CE-8126-AD70CD4D1C9E,2020-03-25 14:38:00.0000000,5,
3374091,Decay,Branches,2,4,3,9,731B083B-6663-4897-8CFC-53CA3FCD48E8,4221D0D8-C528-4605-A003-A7FB7AAC1E3A,2021-02-10 14:22:00.0000000,6,37ED32A8-A232-4E6D-8938-C23DDA5500E5
1286557,Decay,Stem,2,4,2,8,BD427E50-4232-4E54-B113-B80A57188120,77E45AAB-938A-47C9-80B9-5E994C4B4EAA,2020-03-26 13:26:00.0000000,6,
3274932,Dead Wood,Branches,1,2,1,4,C9FECDE5-9817-4F25-8D22-F81619775D11,742C84B0-17B8-456A-A9A7-69D4AB2BE1BE,2021-01-15 14:56:22.0000000,3,DFF9D0A5-4DCA-45A4-9147-C40B58AD6A1E
1567780,Dead Wood,Stem,3,3,3,9,3B225F7C-613E-43A1-BB04-DB06EBF288C2,799472B0-FEE4-4DFE-A4C3-D0B9D9059ABD,2020-05-28 11:11:00.0000000,6,6B7420C2-7D89-4697-B2CF-365E63D86166
1542393,Decay,Stem,2,4,3,9,D740D035-0FA0-40AE-9CC6-A98441FF2B8B,0D979CED-8A93-4037-AA34-8509B1BEAADE,2020-05-22 15:55:00.0000000,6,
1214571,Decay,Stem,1,3,2,6,31C6DC98-27C2-4879-9F32-68B628922DFD,41A48B8A-1CF8-4691-843C-18DDAED321D1,2020-03-16 15:31:00.0000000,4,
842859,Decay,Stem,1,2,2,5,A7DD651E-0871-40AD-9316-EA00746D8B97,0DB2951E-FEBD-4113-BE93-9A18C29A1904,2019-12-31 18:56:00.0000000,3,
1049108,No Visible Defect,Entire Tree,1,1,3,5,A3ECEB87-3CD7-496B-B7A3-717712A2EF9C,47DB6935-ED17-47F4-BCB9-C36C260DA304,2020-02-14 16:12:00.0000000,2,
1798278,Dead Wood,Branches,3,2,2,7,4295AFCF-28F6-4BB3-8159-1CAA676CB858,CECF2AE8-B4BC-4B98-9211-F664595881C6,2020-07-01 00:03:00.0000000,5,
1065201,No Visible Defect,Entire Tree,1,4,2,7,6C2DAA22-2F30-4821-83AA-E41B2B4D77A5,F13F1F20-67D7-4908-A032-50A0BB2DB13F,2020-02-18 18:17:00.0000000,5,
1668629,Dead Wood,Branches,1,2,2,5,5C6214D9-47D7-4A04-86DD-3C95E55362EF,B93273CA-67FD-46AD-AEE6-52A6FEE30B96,2020-06-11 13:02:00.0000000,3,877D4931-86C9-434F-80FC-A94071E964E1
1208593,Dead Wood,Branches,3,4,2,9,31AD56E3-93A2-4DDC-905D-CE93EA602946,E8CCFB26-C0C3-4B61-B5DF-DA960A7B76CA,2020-03-13 18:20:00.0000000,7,
966507,No Visible Defect,Entire Tree,1,2,1,4,55696053-1E41-4FF7-955B-E39A860D6A7F,9C61088A-CA1A-4434-8A48-53B9974E642D,2020-01-24 19:13:00.0000000,3,
3697610,Dead Wood,Branches,2,2,2,6,BF49B348-8A32-4DB1-8A35-70292C0BE21B,E307344B-69E7-4B62-ADB5-E639FE9F538B,2021-04-21 14:05:47.0000000,4,
3697613,Dead Wood,Branches,1,1,2,4,8E9D94BB-F91B-4A49-91D6-B1C4F95F8000,AA794A4A-07B4-4DEF-826F-3CE505865555,2021-04-21 15:06:27.0000000,2,
2775251,No Visible Defect,Entire Tree,1,1,1,3,287F94A8-0FE5-460F-94D5-0B8BF61D9241,191E0434-1A80-44BC-8A9E-FA423C56B8AE,2020-10-08 14:01:24.0000000,2,
662690,No Visible Defect,Entire Tree,1,1,1,3,4C293C8E-DF7A-4B01-B120-0569AA5C160A,D6F0814B-0B8E-4772-AC54-82146E10BF49,2019-11-15 11:34:00.0000000,2,
3664777,Poor Tree Architecture,Branches,2,2,3,7,B5C496D1-50CA-47FB-B0DB-7A851DF0A04D,5352C9A2-AA99-4C99-BE2E-06AEBBFC59F2,2021-04-14 15:54:28.0000000,4,
3665215,Poor Tree Architecture,Branches,2,2,2,6,FD9D0458-1C24-45C4-830F-0B8EE33D4A63,C7E1A08B-59CC-42A2-942A-9405FD03E291,2021-04-14 17:19:33.0000000,4,
3665198,Poor Tree Architecture,Stem,2,1,3,6,5E23EDEF-A535-4420-8FA1-4345427D29E4,501A2C2A-B264-4220-86D6-7D6B8C4694FF,2021-04-14 16:34:21.0000000,3,
3367881,Dead Wood,Branches,2,2,3,7,4A61A6F6-AB2E-4B66-B3A0-E67D6E7AC3C3,FF9B9DE5-2B60-41F2-867F-13D72E2F9EC3,2021-02-08 13:35:00.0000000,4,
3824932,Poor Tree Architecture,Branches,1,2,2,5,8DE8493D-5BB4-4EAD-A454-5CC7A50C1907,667E63F3-37E0-4B80-8E22-46445E5C087B,2021-05-12 14:51:04.0000000,3,
3454534,Root Problems,Root Flare,3,3,4,10,47D3A6AE-E162-4229-B3A7-4435784AF078,1B45D6B7-EA45-4C16-BE83-FED1BFF45152,2021-03-04 20:31:00.0000000,6,
2469195,Decay,Stem,4,3,3,10,DF5C3BEA-3AB8-46EA-B7EC-6DC6468264DB,DB143591-6DA7-467D-BB7F-342B94A774A4,2020-08-24 16:12:47.0000000,7,
3830088,Decay,Branches,4,3,3,10,7B2B2C3D-21F6-49D1-9A2C-CB464FAF8A82,A5C56323-0F6F-464D-B6B2-E876CB5562F4,2021-05-14 14:11:00.0000000,7,
3832161,Decay,Stem,4,3,3,10,F347BE44-E282-472C-BE82-9FEDB58997AD,93A70894-CB70-44C9-9973-ED56D65BB311,2021-05-14 15:55:00.0000000,7,
1833863,Root Problems,Roots,4,3,3,10,0834FD72-8A47-4ED0-8266-E1A4245A7EEA,31214BB7-ABD6-4A4F-8A52-0A91B88E6EF0,2020-07-08 10:44:20.0000000,7,
516896,Root Problems,Roots,2,2,3,7,B5AFE3A1-952B-42B4-85EB-51A8AD9A038B,96BFDD4A-B33D-434F-B118-FC89356A9E57,2019-07-22 11:36:19.0000000,4,
290877,Dead Wood,Branches,2,2,2,6,DB9570D0-53B3-40B8-9D3E-10C86B66EFE4,9AB86EF1-E83D-4DFB-9250-09F9A889345D,2018-08-16 10:07:53.0000000,4,
516897,Root Problems,Root Flare,2,2,3,7,B5AFE3A1-952B-42B4-85EB-51A8AD9A038B,EDF809AE-2673-4A7A-9121-28336EE49B01,2019-07-22 11:36:18.0000000,4,
75450,Dead Wood,Branches,2,4,3,9,BDD27416-B9E1-467A-A1EA-BCFAD492B13D,B5047475-467C-4120-9E47-C39ECF99FD0C,2017-08-11 11:38:27.0000000,6,9BF83417-A406-466E-97E9-D73F188DFD4C
516895,Weak Branch Unions,Branches,2,2,2,6,B5AFE3A1-952B-42B4-85EB-51A8AD9A038B,84DFDEAE-5338-4228-9566-D836CC942B1B,2019-07-22 11:36:21.0000000,4,
516898,Dead Wood,Branches,2,2,3,7,93E69EF2-91C4-43A6-8709-A0DE09185F8C,BDB8E80E-F7F9-4931-8FB1-A1DE98008C2C,2019-07-22 11:34:56.0000000,4,
1795012,Dead Wood,Branches,4,3,3,10,9A98B096-37CE-4A91-AD79-E47F65E3C5BA,CE3F56E3-F083-42D4-AAC3-6BDA2393C1B1,2020-06-30 18:16:00.0000000,7,
3378830,No Visible Defect,Entire Tree,2,4,4,10,24640A17-CB14-4CBD-9D57-123376ED346B,A843412D-F0BD-449F-A85B-F9CBE17020A9,2021-02-12 14:43:00.0000000,6,
4243160,Dead Wood,Branches,1,1,2,4,D3F3E1FD-EDE0-4768-83DD-B7AE5ADEB77D,982B7622-1600-4589-A249-3A83DB439285,2021-07-08 16:45:21.0000000,2,
4207720,Dead Wood,Branches,2,2,2,6,EA970E29-65DF-4627-8DDF-58E5B5851488,53A85F4E-38F8-48CE-8CA3-0F06F4DCC1DB,2021-07-06 12:30:59.0000000,4,
4164746,Dead Wood,Branches,1,2,2,5,D671192F-5329-413A-80DD-6878A9636D7E,6CD9ECDC-6207-4DF4-B6D9-F834A16BF7A5,2021-06-28 14:12:50.0000000,3,
3596332,Poor Tree Architecture,Branches,1,2,2,5,97EE3EDC-1F1E-4D63-AB9E-BC18C0E69348,1A49972E-C6BA-477D-ADCA-C03707895B6C,2021-03-31 18:11:00.0000000,3,4AC39DED-6EF5-4981-BAA7-A77103F1173F
4243184,Dead Wood,Branches,1,2,2,5,0B2EE9D0-3A86-4186-A40F-0EA013937111,07924178-8E97-416F-BBB3-FBEB78E44795,2021-07-08 16:44:22.0000000,3,
4208520,Dead Wood,Branches,2,2,2,6,F7C368AA-90E1-4651-80EF-88C168B67A5C,B420C967-F927-4626-8C6E-EC213062B0A0,2021-07-06 13:01:52.0000000,4,
1007443,No Visible Defect,Entire Tree,2,2,2,6,ADDC6B01-63D5-4D2E-BCF2-29B6A5F43658,5BD40DF3-CA4E-490A-A330-FC98693580EE,2020-02-03 15:45:00.0000000,4,
4181534,Decay,Stem,2,2,4,8,,865AFCBB-E59C-4C35-86EF-AAAEA43FA257,2021-06-30 14:45:59.0000000,4,
4488462,Dead Wood,Branches,2,3,2,7,16708529-424B-4E66-A6A5-4EE85653D05F,B1B9C4CA-475E-4FC1-808D-33CC3544169E,2021-08-02 15:03:03.0000000,5,
2731818,Dead Wood,Branches,2,2,4,8,229587C6-51DB-4A93-B41E-A29216C61341,6A7CB558-ED01-47AF-8B14-E7AFF436040F,2020-09-29 19:21:59.0000000,4,66447488-E332-4A4B-B3D3-898B2D7A054C
4488482,Poor Tree Architecture,Stem,2,3,3,8,16708529-424B-4E66-A6A5-4EE85653D05F,CF04B014-5C7A-435E-A2FF-B3E57654278C,2021-08-02 15:03:03.0000000,5,
510444,Cracks,Stem,2,2,3,7,65450C64-5951-4A28-AC0B-CD5170503C01,C333DFEF-59D8-45CC-822D-32E1A5A0690C,2019-07-12 10:19:28.0000000,4,
319550,Dead Wood,Branches,3,3,4,10,,D195D8B7-6648-4CC7-BCE7-984B0FB5AD41,2018-09-26 10:19:14.0000000,6,
71112,Dead Wood,Stem,2,1,2,5,FF1C21B7-76B7-4D90-967F-59C5701ED5B2,73AD76B6-0995-43CE-B74F-B089EBE22AE2,2017-07-20 08:32:58.0000000,3,
400563,Decay,Stem,2,2,2,6,67A9D110-011F-43C1-BD5A-29AB1FA221AE,8F267AC7-B7FB-4D65-A74A-637E87778DEE,2019-10-02 15:09:19.0000000,4,
2685756,Dead Wood,Stem,3,3,2,8,789F4959-1408-42D0-A468-5370F4F790EE,A097375B-6928-428A-B8D7-865A69787E54,2020-09-22 21:11:00.0000000,6,
4857450,Poor Tree Architecture,Branches,2,2,2,6,0FDEAFF3-2A59-47BB-9B65-00B3532BA995,2C7FB9F2-5202-4CD6-BA9F-B71D68121F9B,2021-09-02 19:59:52.0000000,4,
566302,Decay,Roots,2,2,3,7,D2811634-3ED4-4772-BEFC-BA6583A4ED03,EA555D46-7105-4C74-8E0A-A7BD50921D8D,2019-09-09 11:17:16.0000000,4,
413739,Decay,Stem,1,3,4,8,4AFBA22B-6E75-4528-9D44-B75253D25A2D,C68D3626-9530-40B8-AA18-2A8E28EFCA81,2019-03-20 13:37:19.0000000,4,
114063,Decay,Branches,1,4,1,6,BA57E548-7852-4B6B-99D5-07F187E356A1,1AF0B2F2-F4C7-4F1E-857A-F1FB172E2587,2017-11-06 08:58:10.0000000,5,
435777,Decay,Stem,1,2,2,5,2FFF79D3-3DC3-493A-9324-363A31AADA1E,EE92DF48-A863-435D-B8F0-73E3AAE3E591,2019-04-29 14:09:19.0000000,3,
877147,Decay,Stem,2,2,4,8,DEE16F8F-6C19-49D9-99A8-A2DD24D07D4C,46C6EEEF-39CB-4EC3-A58B-0E9AEDB88F0E,2020-01-07 20:56:00.0000000,4,
498834,Cankers,Branches,2,2,2,6,04AE94C4-3BE7-4ABB-B03F-828AD4714F17,8E29A873-C114-43DC-AA50-B7A408274C71,2019-07-08 10:14:33.0000000,4,
1551057,Cracks,Root Flare,1,2,2,5,9EE2384F-B9BD-475C-8049-CC2049D1F606,F8793397-3E61-4529-A11E-A7656335D8A6,2020-05-22 18:57:42.0000000,3,
1223272,Decay,Stem,2,2,3,7,ED7C8529-7D81-4B44-B26A-C6388C605D2C,88097CBF-3307-4ABE-8C98-FEC23166C50B,2020-03-17 15:41:00.0000000,4,
45994,Dead Wood,Stem,2,1,2,5,7D2C53CC-CEA7-46F2-AC97-3366C9B00EC8,F6035A7D-A9D3-480B-92E5-110A658AD15C,2017-03-21 13:36:27.0000000,3,
288644,Dead Wood,Roots,2,2,1,5,26E7B555-6606-4DAB-A48D-36FC12C54376,4B79A01D-BEE0-43D6-A86A-7F2660D0F9AD,2018-08-06 14:14:53.0000000,4,
2008185,Decay,Stem,3,4,3,10,D50FA19E-254B-4DDA-8511-79D5C180EA7E,27424219-9BD1-4323-A340-E29C05F7017E,2020-07-28 14:14:00.0000000,7,
1444133,Decay,Stem,1,4,3,8,1F3C569F-35B0-42AC-8087-C89CE31E0FD1,886966CA-A8B0-4A3F-BF8A-08BCB3E6D16D,2020-05-04 15:09:00.0000000,5,
229294,Decay,Branches,1,3,4,8,8371348B-6DD0-4070-8701-31C73D2FA747,86A71A5E-ADCC-4279-92BF-DC44ACD9C7E0,2018-05-02 12:43:10.0000000,4,
787953,Decay,Stem,1,2,2,5,4A251B21-6A47-4F63-A3F7-4766DF0A4571,E8E9DFF4-FEAE-4375-9922-587968014145,2019-12-18 14:58:00.0000000,3,
2241346,Decay,Root Flare,1,2,4,7,5CBCD061-3E6E-4989-9192-1ECC0714E7FF,0210C194-78DA-4B24-B1B6-BA55181DC7D0,2020-08-10 19:11:15.0000000,3,
922766,Decay,Stem,1,1,1,3,,AAF79427-7C21-4219-9C73-FE4F969A5066,2020-01-14 17:49:00.0000000,2,
3066631,Cankers,Branches,2,4,1,7,,50FC10F2-C512-4C29-99E0-BA681802ACAE,2020-12-09 17:56:43.0000000,6,
3076289,Cracks,Branches,3,3,3,9,3786938C-3A3F-4560-8B40-DB4B740962EA,433DF088-4601-4CEF-BA8D-9F6F799B3E03,2020-12-10 18:57:21.0000000,6,
499581,Dead Wood,Roots,3,2,3,8,D9E36B05-F26C-4876-AE42-14BBFEF514C8,1F1D287F-7D36-44DF-AEED-47C6B2DB3ADE,2019-07-08 11:35:44.0000000,5,
5828,Decay,Stem,4,4,2,10,C10ECC91-CAF7-41F6-BA20-7EB1BC1B5CBF,60CCAAF8-642C-4647-BF98-D0D98A4AEA37,2016-04-05 10:02:34.0000000,8,
3427383,Decay,Branches,1,3,1,5,0762E66D-DCAD-4B58-B771-64B328A055BB,A44F1623-C6E7-424A-B950-EC0FE1B4727F,2021-02-25 14:29:56.0000000,4,
833,Decay,Stem,2,3,3,8,45614551-9EA2-413C-8EFE-54189B301AE1,25E7F5A2-7A54-4106-8903-6AE1085548C5,2015-10-15 15:06:05.0000000,5,
51590,Decay,Stem,2,4,3,9,EBC38A83-1497-4D39-8D8D-C91D44857A09,1057735F-26BF-445D-9639-E499AA46BF3F,2017-04-22 08:36:00.0000000,6,
922769,Decay,Roots,1,2,4,7,,88922703-933A-4331-8424-0196A67BE25D,2020-01-14 18:02:00.0000000,3,
3911341,Decay,Stem,2,2,4,8,2088521E-4135-435A-9903-7DCC42BF0F3A,C1503DB6-A0E0-449A-A513-04B71EE55FBB,2021-05-27 14:48:15.0000000,4,
958000,Decay,Branches,2,2,2,6,9CDEF7FA-14C1-4298-8033-EA616D576CAC,56E1DD58-8D38-4DB4-A25F-10858C83D0A6,2020-01-23 15:26:00.0000000,4,
39276,Decay,Branches,2,3,4,9,47DD0ACB-1317-4D14-BC6D-2EB70F7A7BEE,C74F862B-A1B3-40C1-8187-7495DBE741E7,2017-01-18 10:44:14.0000000,5,
4666,Decay,Stem,2,4,4,10,D7CC8A54-2B88-4303-9B93-BB0E08971C3F,DA83A1E2-912D-4AC6-97BB-095391790DAC,2016-03-23 13:56:32.0000000,6,
966931,Decay,Branches,2,1,2,5,5DE30414-894D-4CC4-9851-AD5FE1349A0D,F82B6BE9-187B-4EB0-B7C1-24D51B989E70,2020-01-24 19:48:00.0000000,3,
18048,Decay,Roots,3,4,4,11,2BA5D6FD-A062-4729-8DF3-02D313F6D738,CA11F14D-9B75-49FC-BBF0-9744E089E97B,2016-09-30 12:42:07.0000000,7,
646279,Decay,Branches,2,2,2,6,8B17A55B-12DD-485F-94B6-452AE717227E,F5044B78-BCF3-4968-8A9F-56D5E5F66EE3,2019-11-08 20:30:00.0000000,4,
553421,Dead Wood,Stem,1,3,3,7,520E23A9-B6F3-4313-BC91-1BED7E2E94EF,CBC0370F-723B-48DC-A539-D7C4DDD52E08,2019-08-22 07:49:58.0000000,4,
3068303,Decay,Branches,2,2,3,7,EBE90BCC-1AAC-48BF-AD4D-52526D72166B,CF9E0D4C-0192-442F-8CFE-E1E137EE8F76,2020-12-09 17:34:56.0000000,4,
646236,Decay,Stem,1,3,4,8,FAF78C06-6ED0-495A-AF60-FA9EBCB31932,BEBBBB5D-A61F-47DC-945C-45C038628914,2019-11-05 14:55:00.0000000,4,
1317,Decay,Stem,2,4,3,9,CACA4449-B2F8-4946-A525-38B0FDE0E52D,6A2FE7E5-8E94-4E03-AF32-275ABEDC6C8B,2015-11-04 12:53:52.0000000,6,
566511,Decay,Stem,1,2,3,6,A940B0E8-B7CB-4D31-BB86-520211BC0DE7,5646FB9A-5BEB-4B8B-ACB5-A7F2EE4E883C,2019-08-29 09:41:58.0000000,3,
568738,Decay,Roots,2,2,3,7,7F8B14B6-4F82-47B8-B31A-66F6BF923107,631FAE86-D460-4A34-B2BD-9614C55F9653,2019-09-09 14:47:34.0000000,4,
4762159,Decay,Branches,2,3,2,7,23D91E84-E05E-48FB-AD0F-DCAF9E906302,65A9497D-D756-408B-8E58-88FEA526E5DA,2021-08-26 21:22:03.0000000,5,
1346329,Decay,Branches,2,2,4,8,7E502BB9-2775-44F0-8124-FBA103D965EC,90364DBB-CC3A-4A6D-B690-A46FE4DD8BA7,2020-04-09 17:27:45.0000000,4,
2885232,Cracks,Root Flare,3,3,2,8,,F94396CB-EEB1-470A-AB83-9128155ABA01,2020-10-30 17:56:00.0000000,6,
1203318,No Visible Defect,Entire Tree,1,1,1,3,,A6322B6A-2F11-44B2-B627-BA39CD697BA3,2020-03-13 15:16:00.0000000,2,
1138681,Decay,Branches,1,3,2,6,82C6FAE9-AAC1-46DA-8957-7EF90B7432EF,502583CD-B596-4F2A-87DD-07B55864E0A0,2020-03-04 15:48:00.0000000,4,
43624,Dead Wood,Roots,1,2,2,5,B118BFF6-9AEB-44E9-A221-B2484BC8BECF,EE4969C2-E2AB-4F44-8CC4-F6D2F2CB94D1,2017-03-10 11:34:18.0000000,3,
1129899,Cankers,Stem,1,4,2,7,084DD766-AEDE-4582-AD93-A15AE3FF31D2,437D06E6-DAC4-4126-9791-DA5A1138DC46,2020-03-03 15:44:00.0000000,5,
467725,Decay,Stem,1,1,1,3,242BA9ED-9FC2-4C23-B02B-405A4FDDA083,5653D3EB-6A78-42C0-A429-99024F1CA109,2019-06-07 11:15:36.0000000,2,
3939061,Decay,Stem,2,2,3,7,,001D5959-357A-4B7B-B096-6B4A355A3C93,2021-06-02 12:21:08.0000000,4,
658911,Decay,Stem,1,3,2,6,EBD9A3FA-EF7E-4AE0-A739-103B584DFC7C,397EF1D3-F2CE-4A32-9CE9-C4B961905681,2019-11-13 18:10:00.0000000,4,
563537,Decay,Stem,2,1,4,7,72450701-F901-4EFE-A1A1-BCDD72E3C8F9,3B59C8D3-2CC0-4CAC-A041-287568D59F28,2019-08-30 11:06:31.0000000,3,
4240752,Decay,Stem,1,2,4,7,ED95D3AE-8170-4CD2-AE60-268C212F494D,477B2D53-6601-495C-9037-7B78FC067224,2021-07-08 17:17:06.0000000,3,
678868,No Visible Defect,Entire Tree,1,1,1,3,,8F60C7F0-D746-4E7F-A89B-76D9008C8ACA,2019-11-20 13:36:00.0000000,2,
842798,Decay,Stem,1,4,1,6,8EBBED3B-E601-4D5F-BB69-5544F6F0C184,1A00429A-8935-4039-AE39-74F0D90C0BE5,2019-12-31 17:24:00.0000000,5,
4836769,Decay,Branches,2,3,2,7,4180165B-CBDF-4454-BF5D-90C97C53199F,043B4068-0193-469A-8CCD-68883DD06A81,2021-09-01 17:38:56.0000000,5,
81045,Decay,Stem,3,4,4,11,9B6A0739-FA3E-4AFB-AF38-160C40EA87C3,0687D62B-9036-4707-8E82-156F42C343E4,2017-08-31 13:04:17.0000000,7,
555133,Decay,Stem,1,3,4,8,3FDA27CE-9ECD-4C1A-B791-110099D07A19,C4F9BF73-0DF0-441A-ADC0-0640B2B9F910,2019-08-23 15:34:40.0000000,4,
907229,Dead Wood,Branches,2,3,3,8,,81372087-48F3-44BE-AA1C-30C4F48DF87C,2020-01-13 16:38:00.0000000,5,
3910969,Root Problems,Roots,4,2,3,9,F00EBA6C-4895-46C6-B0C0-AD48A8C819BC,3ED697AE-B983-4B00-BCAC-A4B5D09FE519,2021-05-27 17:05:03.0000000,6,D474E909-9270-44B6-9261-872BAE533380
649365,Decay,Stem,3,3,4,10,EE0F9E1A-09A1-46A4-AFE1-8A087DEA32D3,14C85082-E069-4153-BC08-D16E750B1C4B,2019-11-06 16:01:00.0000000,6,
666096,Dead Wood,Roots,1,1,1,3,2E7B2EFA-212A-4E03-B141-B367C4972E66,5B4BD407-F0BD-44AF-809B-9C59DE69AC0F,2019-11-15 14:25:00.0000000,2,
14224,Decay,Branches,1,2,2,5,8CC9B0B1-A080-4926-8959-63459B1EC984,B9AA0A3A-A2B2-4C1E-8516-0F484FD37FAB,2016-07-28 14:13:01.0000000,3,
540898,Decay,Stem,1,2,2,5,012C6CCA-BF70-4033-B0C9-4F80C8E43E68,3D3B98E7-ADF5-4C37-9B6E-7A2F95328C0C,2019-08-12 09:28:46.0000000,3,
4602795,Decay,Root Flare,1,3,4,8,03EB0A10-B449-4D84-80EC-8445939A129C,CB18CCC6-BF62-4744-A784-C110589BC01C,2021-08-11 18:27:37.0000000,4,
81317,Dead Wood,Stem,2,1,2,5,,E516822D-055B-4ECD-9B64-42E5C372D052,2017-09-08 10:09:00.0000000,3,
946622,Dead Wood,Branches,1,2,2,5,,0E670BC2-A7F3-453D-BD43-8223B59E6D59,2020-01-21 18:02:00.0000000,3,
3274537,Decay,Stem,2,2,2,6,,6AE8F0BD-6E1B-4572-9824-6B40C8C9B382,2021-01-15 15:00:57.0000000,4,
41151,Dead Wood,Stem,2,4,3,9,5C65ABFD-AB9D-4979-8C7F-646339D484CC,F8CCD7FA-FF8C-43DC-AEC9-209D5C963438,2017-02-17 11:39:32.0000000,6,
2166018,Decay,Stem,4,3,3,10,,F96456ED-B3F0-40FA-8351-51D428A77D9F,2020-08-07 22:04:00.0000000,7,
3232376,Decay,Stem,1,2,4,7,B34609FB-25A1-4937-916D-0CD01B804F48,EBC80A5C-6077-4CC5-B630-098F6B712F08,2021-01-06 16:33:00.0000000,3,
983854,Decay,Branches,2,2,2,6,C1D80A10-1779-47F6-9790-AB31F19E2654,8E23E082-D95C-4BA9-A06A-7F1E53DF9E81,2020-01-28 18:42:00.0000000,4,
70328,Dead Wood,Stem,1,3,4,8,78211EE1-732D-4B6E-92DB-B718590AEE37,F4CBC70B-714B-4C83-AF1B-DC6419FAA5C5,2017-07-19 14:01:30.0000000,4,
486852,Decay,Stem,2,2,4,8,AE33F619-81F4-4899-858A-16711299B0F6,58D3AC09-9414-455C-9C04-A7AD8E9BDF62,2019-06-24 13:54:29.0000000,4,
445441,Decay,Stem,1,3,4,8,B6EC1807-8987-44B3-840F-1E044BCDA17F,CE0F1F23-2301-4D49-A578-3B4B78926CFA,2019-10-17 17:47:00.0000000,4,
4713343,Dead Wood,Stem,1,3,3,7,6CAD9650-6B38-4AF3-8E84-BE5348B499BE,9ED6EF91-77E2-4E9B-9527-253B6E825765,2021-08-24 19:44:07.0000000,4,
591781,Dead Wood,Branches,2,3,3,8,,878A61CF-B81D-4CA3-993F-4D8A5E895A5E,2019-10-29 19:16:00.0000000,5,
3734848,Decay,Root Flare,2,3,3,8,C5E3D6E1-0D48-4CAB-8F25-E35A47EA9088,FA378B6A-F6C5-4076-B885-3F4DC44E2762,2021-04-30 12:56:00.0000000,5,
602206,Dead Wood,Stem,2,3,3,8,86196693-4C44-418F-8AD6-FA17F573CC67,F62F4DE2-1131-449F-9AEC-7F4A26268829,2019-10-30 17:07:00.0000000,5,
725781,Decay,Stem,1,2,2,5,12C13FD7-F39C-4D83-A25D-927A63056415,392ACAF2-1524-4BFE-A8FC-E76C65DF406E,2019-12-03 17:22:00.0000000,3,
649156,Decay,Branches,2,2,2,6,319EBA44-4407-4957-98D9-38F3708A1F2A,E90B64D9-A382-45A0-BABF-062BB08E8FA6,2019-11-05 18:05:00.0000000,4,
584997,Decay,Stem,2,1,3,6,BDD3046D-AECD-4C78-A73E-2D1AB13AC17D,D9B290D0-17A2-49AE-9679-1AF89C7502BA,2019-09-18 14:01:14.0000000,3,
1428636,Decay,Root Flare,2,3,2,7,15E12B42-0165-43F2-9219-876D30AE8FD9,7F7A5EC9-0319-496D-9E3C-33EDC27FA8CE,2020-04-29 16:38:31.0000000,5,
467894,Decay,Root Flare,2,1,4,7,12EFF902-4631-499D-A5F5-F465B1D8BD5B,3F796DE1-ACCD-4B40-8B09-D1E767A6260F,2019-06-05 17:01:11.0000000,3,
374996,Decay,Stem,1,3,2,6,46E5EF11-7698-474B-A8BF-CEA7F2FB8849,B4497516-10B6-4B96-A2DB-7CC79913C392,2019-09-30 15:38:00.0000000,4,
370834,Dead Wood,Stem,2,3,3,8,E15BBD0F-8A1E-4343-9141-910BA71961CD,31002111-8647-4990-B9EC-C2CADC7C4C0D,2018-12-03 09:15:30.0000000,5,
65396,Decay,Stem,2,3,4,9,FA4D4373-7E50-4D2B-8465-B5E27C6306CC,BC5FDDB7-1351-449A-8A61-DA879BFAC54B,2017-06-27 15:04:35.0000000,5,
561897,Decay,Branches,1,1,1,3,B39A9CBD-02E6-4836-9479-B0FD1CD92D95,0F3CD622-8388-4FCC-B3C0-5533713F0E7D,2019-08-28 09:19:43.0000000,2,
314707,Dead Wood,Stem,1,2,2,5,15AA75B9-910D-4BAB-89EB-FC679DD0F822,76B59F06-A3F3-4FCA-AFC4-3D882D251BAF,2018-09-24 15:20:18.0000000,3,
554300,Dead Wood,Stem,3,3,2,8,F5D72021-E6F8-4B10-8F4D-0093B646AA78,9CC2E93B-118D-43FD-AE6E-605C1E6B5BC2,2019-08-21 17:11:27.0000000,6,
2193884,Decay,Stem,2,4,4,10,,F60379D3-D9EE-4000-ACFA-382D0318DCA7,2020-08-08 15:53:31.0000000,6,
